EGID;VOLUMEN
210139006;120
108068;806
210139008;4935
107932;758
107891;751
108025;570
107770;850
107628;700
107629;690
107630;658
107631;767
107632;720
107626;2056
107625;2454
107689;2455
107691;2077
107690;2454
210249725;1787
107608;626
107619;626
107611;680
210249771;280
210249789;277
3026731;757
210249815;151
108069;510
108070;508
108073;600
108072;627
210249718;4147
107583;855
107636;683
107617;913
107634;730
107615;738
107613;735
107771;940
2316604;818
3026732;818
210139019;1620
107756;804
107618;770
201039578;1130
107581;665
108071;800
108074;820
108075;805
108076;830
3026733;784
210249885;50
2316749;69585
107519;575
107596;654
107588;646
107586;770
107923;851
108204;3230
210249987;45
107616;710
107592;740
107794;985
210249735;1560
107795;897
107590;923
107591;1290
210250071;80
107793;690
107790;940
107786;688
107644;605
107643;580
107642;690
107641;700
107640;750
210250072;87
210249908;106
107735;1610
107610;700
3026734;2840
210249775;270
107789;670
210250087;87
107593;1005
107521;873
107974;740
107975;666
107605;615
107606;748
107730;845
107603;795
107723;1390
107694;585
107697;605
107693;655
107692;670
210249872;70
201039579;1800
2316560;15388
107972;900
210250073;1030
107741;1135
210249794;242
107740;919
210250074;115
107724;810
107602;960
107594;617
107726;966
210249871;65
210249975;25
210249862;86
107728;718
210250075;102
107661;733
210249764;612
107791;699
107792;830
107976;722
107969;577
107722;1105
107637;763
107638;770
107639;730
107714;1243
107702;820
107699;771
210139046;375
107727;984
107700;668
107701;709
210250076;102
107662;630
107660;600
107711;782
3026735;800
107607;578
107712;783
107734;1410
107679;843
107627;815
210250077;202
107512;1555
107520;728
2316613;1980
107686;709
107732;1037
107680;936
107669;965
107713;650
107706;668
107705;697
107698;830
107707;703
107703;1260
107684;850
107599;690
107982;3061
107597;564
107708;683
107704;758
107716;743
107715;750
107682;672
107663;805
107718;641
107721;692
107658;931
107664;813
107683;790
210250079;102
107671;737
107681;691
107585;868
210249868;80
107933;450
107541;1455
107733;2373
107685;1410
210249954;40
210249950;40
210249913;51
107971;820
210249792;336
107678;698
107598;890
210249931;75
107978;635
107672;693
108057;499
107710;790
107670;1112
107688;641
107687;580
107595;810
107717;1347
107709;699
107609;572
107720;609
107719;665
107968;556
107977;996
107674;730
107612;741
210249944;43
210249946;43
107725;980
210250080;56
107668;672
107666;845
107600;908
210249926;40
210249777;590
107614;787
107587;871
210139076;39
210139077;255
210249948;59
2316750;5185
210139079;3040
107645;795
107646;815
107647;767
107648;820
107623;822
3026736;795
107621;663
2316772;4260
107557;681
107556;681
107915;773
201039652;2314
3026737;724
107665;788
107553;723
107980;735
107601;749
107554;869
107667;957
3026738;6075
107589;649
108047;827
107604;707
107555;784
107924;962
107925;753
107926;750
107927;770
107928;881
107929;745
107930;850
107676;935
108055;1070
2316746;3910
107729;749
107970;1328
107973;680
107622;660
107620;633
107695;782
107696;570
107659;1140
107633;798
107635;945
107552;895
3026739;687
210249758;370
107981;848
3026740;660
210250018;820
3026741;700
107673;748
3026742;847
3026743;551
2316751;2708
210250008;20
107653;750
107654;697
107655;661
107656;715
107657;690
210249858;80
210249831;115
210249936;45
210250019;1566
107548;670
107549;718
107550;683
107544;708
107543;703
107542;771
107546;760
107547;863
107545;657
108162;653
108161;653
108160;690
210250020;40
210250021;40
210250022;43
3026744;1950
210249878;65
108173;898
108170;715
3026745;3082
2316732;4444
108171;725
108172;710
108176;1065
108175;550
3026746;1820
108174;816
3026747;890
3026748;835
3026749;790
3026750;865
210250023;250
3116664;845
3116665;1485
210139113;366
3026751;910
3026752;732
3026753;790
3026754;732
3026755;733
3026756;729
3026757;733
3026758;1036
3026759;727
3026760;815
3026761;744
3116666;728
3026762;711
3116667;754
3116668;754
3026763;715
3026764;715
3026765;762
3026766;783
3026767;979
3026768;735
3026769;750
3026770;661
3026771;665
3026772;705
3026773;940
3026774;4470
9046590;908
210053766;980
3026777;630
3026778;678
3026779;582
210249857;80
3026780;573
3026781;590
3026782;573
3026783;610
3026784;573
3026785;590
3026786;572
3026787;613
3026788;572
3026789;605
3026790;602
3026791;5335
3026792;596
3026793;577
3026794;579
3026795;558
3026796;562
3026797;573
3026798;600
3026799;600
3026800;613
3026801;571
3026802;605
3026803;595
3026804;571
3026805;596
210250024;3521
107954;755
3026806;645
3026807;595
3116663;850
3026808;879
3026809;735
3026810;1365
210249793;225
3026811;745
3026812;897
210250082;10
3026813;2205
210249956;18
210139124;758
3026814;600
210249882;60
210249847;335
3026815;1367
201023899;760
3116647;652
3116648;637
3116649;622
3116650;657
3116676;636
3116671;622
3116652;622
3116651;643
210249942;42
210249865;84
210249834;220
210249979;17
11527133;957
3116673;969
3116675;704
210139133;721
3116655;719
3116656;719
3116672;1010
210249877;73
3116670;854
3116674;1273
200295183;804
200295182;776
200295181;776
200295180;776
210036360;776
200295179;776
200295178;776
210036388;776
210036368;776
200295177;776
200295176;772
210036389;772
200295175;772
200295174;772
210250025;3328
210249898;64
210249900;64
210249901;64
210249902;64
210249899;64
210249894;64
210249897;64
210249903;64
210249904;64
210249895;64
210249800;197
3026817;487
201039089;147
210249959;40
11526768;898
210249919;103
200295171;1855
201039597;1056
210249820;220
210139154;854
210249935;90
200295236;1833
210139157;17
210249861;115
200295166;805
200295167;785
200295190;785
210139161;805
210038052;1040
210038065;900
210250089;170
210139163;810
210139164;780
201039087;630
210042113;1105
210249823;170
210139167;620
210139168;665
210039112;1180
210249759;370
210139170;735
210249941;40
210139172;735
210249947;40
210002312;880
210047372;1360
210000489;1710
210249874;165
210043932;1020
210045088;730
210045060;730
210044905;729
210045003;729
210044913;726
210044955;726
210044989;725
210044925;725
210045063;835
210045078;811
210249989;30
210139176;575
210139177;572
210139178;560
210139179;720
210139180;65
210139181;1005
210139182;910
210139183;760
210139184;780
210139185;940
210139186;790
210139187;810
210139188;750
210250084;12
210139190;725
210139191;945
210139192;1002
210139193;370
210249744;965
210250004;18
210139195;915
210139196;895
210249780;320
210139197;700
210139198;3945
210139199;6750
210139200;1030
210249891;70
210249892;70
210250026;775
210169964;5736
210169965;5745
210169966;5877
210169967;5638
201039616;7843
210169970;2646
210170185;830
210249949;40
210250000;20
210249990;20
210170699;12645
210170784;902
210170785;888
210172383;2743
201039617;7885
210249922;36
210172663;887
210249998;22
210172768;2743
201039618;7885
210173242;2743
201039620;7885
210173244;2743
210249876;70
210250027;45
201006880;724
201021148;955
210250009;15
210249995;22
210250028;335
201007288;5480
201039085;530
210249973;65
201024059;2387
210250029;24
210250030;24
210249756;4885
210249807;6641
210249961;35
210250011;14
210177928;35
210249988;30
210250012;11
201025503;1360
210250031;17
201025502;2966
201030689;2935
201030688;2420
201041294;1335
201029026;1280
201028349;930
210187733;850
210187735;775
210250032;725
201037513;815
201037512;865
201039884;2765
201039885;2730
210250033;1312
210249863;50
210249991;19
210249731;2600
210181776;850
210181777;600
210184288;1140
210184134;1220
210181311;1410
210184287;2130
210184277;700
210184278;640
210184279;700
210187734;775
210250035;80
210184289;6840
210249746;4650
191906353;7170
210249981;28
210249736;930
210250036;45
210250037;45
210249968;32
210250038;45
210249967;32
210187484;3360
191906354;30
210250088;9
210184291;600
210184292;620
210184293;2590
210250039;1050
210190970;1895
210249938;100
210193651;915
210184290;8870
210193742;690
210250040;232
210193743;690
210249811;210
210250041;56
210250042;24
210196368;2270
191906358;420
107943;978
210189995;1660
210249921;74
210249741;679
210249997;20
210249993;20
210250001;41
210249829;260
210249928;45
210198701;6337
210250043;70
210250044;70
210199640;8380
191906351;3645
210213348;19550
210250045;28
210250046;15
210203951;7530
210203944;8040
210203943;1985
210249785;380
210249918;280
210250047;3225
210249970;48
210249992;17
210207768;1490
210249925;48
210199602;7230
201039661;1620
201039090;40
210250048;140
210250049;26
210216538;8000
210214296;1424
210250006;15
210250050;10
210250051;11
210250052;115
210250053;175
210250003;20
210249816;195
210250054;94
210249730;2350
210250055;70
210215810;4510
210271793;1324
210274210;2830
210288709;2540
210250005;18
210249920;76
210249969;30
210249806;262
210249958;35
210261573;1155
210218679;745
191888782;90
210249951;33
210249583;100
210250056;100
210249986;17
191906382;40
210216775;2620
191888745;1280
210216774;2120
210222858;916
210215973;2200
210287823;2730
191974836;4000
210222835;615
210222834;550
210222833;550
210222832;1375
210222831;795
210249677;22
210249576;332
210249696;12
210249575;439
191882310;835
191893665;15
210249690;23
191904631;14260
210222873;6240
210222874;3550
210222875;3270
191895856;3840
210219873;5790
191906198;36
108205;1100
191974848;3774
210222836;885
191890522;127
210249595;60
191906262;1580
191990326;1200
191979037;1190
108112;2676
210249691;16
191906193;654
192023043;1365
191964145;10
108211;2165
108239;647
108228;4581
108270;3144
108241;696
108227;1160
108229;970
108223;2149
210139204;118
108225;5486
108222;2360
108346;1006
108304;1093
108219;1700
108218;1245
210139206;1680
108208;1690
108345;802
108302;1048
108216;860
210139208;55
201024519;714
108221;1428
108220;1428
108207;2380
201024500;822
108217;1405
108214;2475
210139210;107
210139211;440
108215;867
108289;1750
108291;1714
201024481;330
2316989;1120
108295;1153
108296;3280
108212;952
108303;1240
108309;925
108290;1978
108292;1010
108271;1360
210139214;1811
108272;3585
108233;771
108234;1015
108256;2491
108236;890
2316965;2270
201024537;1107
108282;12140
210139218;1385
201024546;178
108273;3510
2316967;781
210139220;120
201024513;3030
108279;866
210139221;83
108280;893
108287;726
108281;860
108283;1675
108261;1260
108265;683
210139223;127
108278;987
108277;797
201024527;40
108306;2425
2316968;990
201001701;604
201024478;1500
210139224;36
210139225;632
210164945;42
108259;706
210139226;369
108299;565
108248;565
108318;2226
108313;2180
201024493;8000
201024485;920
108314;1210
201024486;2024
201024487;1445
201024488;305
108316;867
210139228;112
108311;2886
210139230;95
201024545;1090
108317;3191
108230;863
2317049;850
210139234;20
108324;2301
201024504;493
201024505;450
108323;3240
201024502;2155
108327;928
2316997;1270
2316966;1131
108321;1000
108322;1357
108328;3001
210139240;45
108329;1935
108325;830
108315;580
210139244;65
210139245;30
210139246;170
210139247;97
108334;5096
210139248;25
108332;2326
108333;1715
210139249;48
108331;2950
210139252;45
210139253;450
210139254;1331
201024536;260
210139255;335
108402;2400
108403;1000
108400;1831
201024535;28
108401;1043
108399;2185
108397;1563
210139256;94
201024525;1690
201024526;515
201024524;744
201024523;185
108396;800
108392;540
108395;1768
108393;977
108389;1950
201024506;909
201024534;506
108394;1906
3026818;2973
201024521;3530
108275;856
210139257;865
210139258;320
201024533;2265
210139260;2500
201024510;100
108387;1850
108384;1295
108367;909
3026819;1015
210139264;1507
210139265;588
210139266;632
2316995;1290
108386;620
2316979;1250
108263;605
108267;1330
108358;4472
201024511;890
201024512;79
108365;885
108368;2454
108364;1470
108359;850
108361;570
108362;1011
108363;1335
210139271;327
210139273;1214
210139274;204
210139275;100
210139276;639
210139277;1775
108398;370
201024542;2385
210139279;21
210139280;30
210139281;25
210139282;110
210139283;410
108369;1654
201024516;585
108370;460
201024515;1410
108374;914
108373;644
108371;1264
108372;1670
210139288;200
210139289;700
210139290;35
210139291;55
210139292;140
210139293;70
210139294;70
210139295;58
210139296;33
108378;1420
210217816;1670
108377;3725
201024544;1850
201024543;311
210139297;560
210139299;25
210139300;45
210139301;63
108382;1308
108381;1910
210186879;2470
210139306;470
210139307;1872
108347;1059
210139309;820
210139310;42
210139311;670
108232;854
210139313;1630
210139314;23
2316980;865
210139316;20
108380;460
210139318;47
210139320;280
210139321;104
108357;935
201039512;381
210139324;345
210139325;1150
210139326;30
210139328;530
108404;504
210139331;103
108366;1073
210139334;65
108335;738
210139336;5921
108242;780
210139339;693
108243;675
210139340;160
210139341;530
108375;1145
210139343;3060
210139344;664
108319;985
210139347;40
210139348;33
108376;941
210139350;1720
108405;1038
210139353;3533
108406;1240
210139355;3942
108285;992
210139357;4940
210139358;640
210139359;37
210139360;500
210139361;65
210139362;140
210139363;90
108264;901
210139364;37
108237;656
210139365;52
108310;960
108312;645
108284;2035
210139369;5228
210139370;100
210139371;65
210139372;38
108288;810
108268;985
210139373;2274
2317033;1121
108297;800
108298;875
108300;1490
210139376;990
108262;1013
210139377;2368
108326;789
108238;629
210139380;400
108350;2530
108351;577
108352;735
210217808;134
108353;726
108348;662
108354;714
108356;635
108260;850
108349;932
108355;1060
2316981;5693
108344;599
108343;598
108342;611
108341;570
108340;768
108339;713
210139383;1100
108338;635
108337;2634
210139385;60
108252;623
108253;656
108254;660
2316982;475
210139386;121
3026820;3317
210139388;2877
210139389;207
108245;853
210139390;640
108247;650
108249;635
108250;850
108240;980
108266;1104
108269;860
108246;654
3026821;2630
108251;655
210139391;890
108390;1030
108391;4030
108255;677
108407;2518
210139394;7480
210139395;3765
210139396;1260
210139397;25
210139398;160
3026822;1098
210139399;49
108244;720
210139400;770
3026823;665
3026824;638
210139402;2770
2316970;885
2316969;1103
2316971;966
2316972;959
3026825;571
3026826;636
3026827;650
3026828;550
3026829;642
210139405;15
108276;4130
108307;3480
3026830;637
2316985;676
210139406;15
3026831;840
2316992;650
3026832;1200
201024520;100
9006726;2630
3026834;4213
3026836;4228
3026837;5490
210139408;6010
3026839;7040
210139409;2040
3026840;2050
3026842;625
3026843;593
3026844;593
3026845;593
3026846;608
3026847;578
3026848;627
3026849;620
3026850;2770
3026851;2770
201039490;36
210139411;3496
3026852;581
3026853;5014
3026854;593
3026855;593
3026856;593
3026857;593
3026858;611
3026859;564
3026860;627
3026861;564
3026862;578
3026863;610
3026864;593
210139413;1623
3026865;663
3026866;970
210139414;100
3026867;657
3026868;690
3026869;683
210139415;1480
210139416;50
210139417;128
3026870;640
3026871;603
3026872;650
3026873;635
210139418;162
3026874;636
3026875;650
3026876;657
3026877;686
3026878;667
3026879;821
3026880;820
210139421;65
210139423;4780
210139424;80
108301;670
210139425;1430
210139426;935
210139427;1245
210139428;670
210139429;715
210037723;1395
210139430;558
210139431;110
210139432;515
210139433;3596
210139434;660
3064535;1910
210139435;1923
210139436;630
201039511;38
201039487;18
201039486;190
210170709;5050
210171013;796
210171014;818
210171015;796
210171016;796
210171017;1100
210171018;1137
210171019;1059
210171020;1056
210171021;1080
210171022;1030
210171023;903
210171024;925
210171026;3050
201024499;1360
210217826;170
201024507;208
210217825;9
210174907;747
210174908;746
201024495;1060
201024496;1050
201024497;1075
201024498;1030
201039484;35
201039485;1658
201021707;845
201036886;400
201024541;930
201039483;70
201039489;32
210217805;50
201036938;750
201036939;1000
201036940;970
201036941;725
201036942;720
201036943;750
210217801;60
201036929;570
210191585;1961
210217812;130
210186885;4430
210186886;3960
210217745;125
210217802;40
210217803;18
210217804;1930
210217811;50
210217806;258
210195962;565
210217774;66
210215877;1000
210215878;1000
210217807;100
210198986;5400
210217815;25
210215770;640
210205593;740
210217810;100
108379;1030
210217813;45
210217814;28
210215876;1700
210215879;2350
210218680;1750
210218674;780
210219510;843
210218676;1600
210220130;800
210220129;13
210220747;250
210222415;1265
210222416;823
210221813;1000
210221815;963
210295076;140
210286045;55
210290635;30
210286099;679
210296130;2250
108618;5750
108625;1650
201027682;16
108639;2635
201027770;411
210139439;161
108674;1170
210139440;41
108719;2220
108721;865
108640;1380
108667;3683
210139442;400
108675;1081
210139445;172
108668;2984
108647;1276
108641;1233
108732;561
210139450;117
201027684;486
108677;1038
108642;2920
108866;2701
108679;507
108681;1340
108709;578
210139454;910
210139455;38
108411;830
108810;745
108680;1260
108678;662
108682;1090
108683;454
108685;660
108687;670
108689;580
108684;507
108740;500
108669;1807
108686;520
108670;998
108688;513
108671;1975
108725;1082
108672;4570
108433;1197
210139458;264
108727;935
108865;870
108867;4608
210139461;2260
210139462;4425
201027685;60
210139463;67
108869;3576
201026846;615
201027686;260
200058186;460
108729;650
108731;590
210139465;3088
210139466;85
108863;1258
108861;2431
210139470;120
210139472;560
108558;957
201027687;675
108852;496
108855;2586
108856;625
201026847;260
108735;450
108737;450
108870;4082
210139474;512
210139475;125
210139476;36
210139477;17
108770;912
108742;715
2317255;666
108868;433
210139479;29
210139480;27
210139481;38
108617;2717
108619;810
2317227;1030
9063544;1090
108741;657
108620;2219
108743;492
108621;800
108622;1156
3135959;40
108806;1041
201022880;815
108415;756
108814;1565
201027690;47
2317347;916
201027691;290
210139488;160
201027692;15
210139489;43
210139490;500
108857;3033
108858;1689
210139492;300
210139493;636
108593;2030
108591;932
210139494;1340
108859;6830
201027693;66
210139495;1951
210139496;900
108482;5885
201005627;1960
108848;741
201027694;4127
210139498;1146
108421;708
108598;580
108624;1475
108615;1291
108599;1283
3135964;843
108601;745
210139499;145
210139501;125
108733;700
108730;480
108606;4155
2317203;8592
108734;890
108736;526
108738;555
108739;480
108744;627
108745;780
210139503;25
108423;950
108847;3490
2317226;4214
201027695;7345
108419;655
210139504;28
2317241;854
210139505;1090
210018740;1605
108645;1883
108646;2356
210139506;77
210139507;112
200053162;2114
210139508;360
201027696;800
108649;780
108758;774
210139509;140
108666;1680
210139510;513
108728;831
210139511;30
108604;770
108781;1001
210139512;1923
108782;1070
108607;2165
108626;3050
210139513;298
108835;1277
108595;1206
108627;1300
108628;1280
108864;700
210139516;231
108629;2022
108596;1806
11516704;690
108594;3325
210183652;950
108653;1703
108610;756
108631;1722
210139518;300
210139519;1080
108644;1560
210139521;93
108611;2453
2317223;1491
108612;1133
108648;915
108613;2816
210139523;398
108633;1243
210139524;1142
108634;1127
108513;617
108420;1320
210139525;218
210139526;122
108635;2235
201026848;3084
210139528;512
210139529;197
210139530;336
210139531;256
108650;2670
210139532;140
108652;2844
108713;785
210139534;586
210139535;1601
210139536;862
210139537;215
108651;2485
108497;1225
108712;1035
108498;720
108662;2460
108514;683
108518;1135
210139539;117
210139540;33
108853;2925
108519;740
108500;1314
108564;1180
108528;704
108565;882
108503;610
210139544;72
108504;860
108506;646
108508;608
108760;737
108557;1785
108472;643
108527;719
108435;805
108517;1003
108436;518
108516;703
210139546;34
108636;1430
210139547;25
108526;589
108437;582
108511;522
108438;582
108509;524
108525;985
108524;870
108522;1030
108501;710
108530;1074
108532;714
108512;555
108446;895
108523;850
210139553;15
108521;967
201022211;1550
108432;1045
108450;1195
108422;570
108453;570
108424;565
108455;693
201027697;122
108456;593
108510;821
108451;867
201027698;234
108418;1413
108533;695
108445;1275
210139556;3068
108409;1115
108862;1058
210139558;5745
108821;2285
108844;5501
108776;723
108717;750
108849;2159
108772;779
108850;790
108851;4462
210139560;120
108838;893
210139561;122
108854;2288
210227527;457
108790;2155
108460;412
108459;618
108792;766
2317224;109
201026851;305
108846;1265
108809;819
108752;1945
210139563;240
108837;1135
210139564;46
210139565;100
108775;589
108545;958
108543;467
108541;730
108539;467
108537;745
108535;755
108546;744
108544;481
108542;467
108540;780
108507;507
108505;937
108538;515
108536;507
108534;534
108773;877
210139568;2590
210139569;165
210139570;47
210139571;40
108638;763
108637;825
210139573;90
2317229;1195
108603;630
108605;630
210139574;46
210139575;46
108447;740
108449;470
108452;534
108553;615
108554;880
108555;839
108556;792
108547;822
108552;820
108551;820
108548;820
108549;916
108550;820
210139576;48
108769;910
108801;1010
108800;825
108799;885
210139577;78
108756;680
108494;635
108493;625
108492;633
108491;635
108490;633
108489;620
108488;618
108487;620
108486;611
108485;830
210139578;1065
210139579;75
108408;3525
108426;1255
210139580;3708
108483;5266
108481;6750
210139581;50
108461;5180
210139582;520
108468;730
108467;635
108466;780
108465;682
210139583;89
210139584;52
210139585;110
108462;705
108479;921
108566;630
108567;630
108568;666
108569;666
108570;630
108571;630
108572;666
108573;661
108574;890
108575;630
108576;630
108577;666
108578;666
108579;630
108580;740
108581;630
108582;632
108583;700
108584;770
108585;700
210139587;2997
108473;683
108474;732
108475;534
108476;535
108477;713
108478;745
108755;515
210139588;50
108457;705
108797;1507
108795;1116
108808;1310
108807;1000
108793;1338
108840;964
108774;1260
108843;1130
108805;750
108777;667
108778;1099
108841;1176
108780;633
108791;840
108836;1856
108783;1505
108833;1043
108768;758
108767;1050
108765;1000
108798;600
108763;630
108794;1160
108762;900
108796;1158
210139590;133
108753;850
108802;904
108779;852
108754;1166
108787;990
210139591;100
108827;1580
108786;1230
108759;1251
108785;945
108757;600
108720;845
108726;985
108842;660
108749;1078
108724;685
210139592;52
108723;954
108803;965
108784;790
201026852;570
2317213;530
108747;730
108458;697
108471;714
108470;695
108469;700
108430;841
108520;1152
210139594;48
210139595;45
210139596;45
210139597;45
210139598;45
210139599;45
210139600;45
108789;801
108788;892
108434;1098
210139601;872
2317225;1105
108428;849
210139602;2896
210139603;429
108425;920
108427;872
108431;686
108429;725
210139604;757
108663;835
108654;660
108655;786
108656;857
108715;900
108658;898
108711;1355
108661;642
108660;820
108659;743
210139605;51
108860;1041
210139607;1934
108590;1810
108589;1000
108587;790
108588;790
108586;1169
108563;850
108562;645
108561;710
108560;1110
108559;728
210139608;16
210139609;69
210139610;1714
210139611;55
108602;933
210139612;330
108693;665
108694;655
108695;658
108696;650
108697;595
108698;650
108699;636
108700;620
108701;654
108705;650
108706;660
108707;650
108708;675
108710;650
108702;660
108703;660
108704;642
210139630;93
210139631;41
108676;1243
108442;777
108839;1017
210139632;1045
108718;1560
108690;650
108691;650
108692;660
108764;1010
108502;670
108766;930
201026853;37972
2317201;5360
210139637;1080
108714;825
108657;725
108761;940
108716;740
210139638;90
108454;3652
108444;2885
108811;925
108829;877
108834;755
108812;760
108825;795
108463;2795
108464;2830
108410;6315
210139640;9640
210139641;2750
210139642;1440
108824;970
108813;1015
210139643;35
108815;1025
108817;1330
108822;1200
2317202;4570
108816;1370
210139644;115
108818;1445
108416;910
108823;1175
2317387;3200
108832;1410
108417;720
108845;2313
210139647;4502
2317388;1710
108413;1010
108414;930
108826;1032
108412;870
108819;1025
210139649;300
108830;946
210139650;35
210139651;35
210139652;970
108828;1615
108831;930
108820;1310
210139653;20
2317230;1980
2317231;735
2317232;830
2317233;845
2317236;1085
210139656;8730
2317237;1235
2317238;875
2317239;870
2317234;710
2317235;815
210139657;332
3026881;1150
2317270;5650
2317242;1711
2317256;660
2317257;720
2317243;1125
2317244;880
2317245;915
2317246;1180
2317247;1295
2317248;790
2317258;710
210139658;4358
3026883;2800
2317259;1354
2317249;600
2317251;1065
2317252;930
2317266;2320
2317250;630
2317253;845
2317254;772
2317267;982
2317260;975
2317261;913
3026884;5847
3026885;2929
3026886;5817
3026887;4870
210139666;3692
210139667;4537
210139668;4537
210139669;4537
210139670;5097
210139671;4537
210139672;4537
210139673;4555
3026902;2284
3026903;2504
210139674;4555
210227578;9191
2317268;655
3026906;1056
2317269;1018
210139676;14
3026907;2440
2317262;710
210139677;435
210139678;90
210139679;45
9039758;2642
108592;3430
3026908;3430
210139680;1176
2317263;680
2317264;676
2317265;710
3026909;952
210139681;66
3026910;843
3026911;2677
210139682;1127
9039757;2535
210139683;375
3026912;680
3026913;830
210139685;80
210139686;80
3026914;735
3026915;825
3026916;805
210139687;130
3026917;845
210139688;50
3026918;2130
3026919;767
210139689;150
210139690;1950
210139692;270
210139693;230
3026920;705
3026921;700
3026922;770
210139695;90
210139696;65
210139698;50
210139700;100
3026923;789
201026854;940
3026924;767
3026925;767
3026926;655
3026927;735
3026928;735
3026929;655
3026930;1060
210139702;535
201026855;433
3026932;948
9039756;1200
3026933;705
3026934;580
3026935;570
3026936;580
3026937;605
3026938;580
3026939;580
3026940;585
3026941;580
3026942;580
3026943;570
3026944;580
3026945;580
3026946;580
3026947;580
3026948;580
3026949;580
3026950;600
201022540;580
3135976;594
3135977;580
3135974;580
210139705;3980
3135956;810
210139706;580
210139707;50
3026951;735
3026952;735
3026953;735
3026954;760
3026955;735
3026956;775
3026957;735
3026958;735
3026959;760
3026960;803
3026961;735
3026962;735
3026963;735
3026964;805
3026965;803
3026966;815
3026967;735
3026968;803
210139708;180
210139709;180
210139710;180
210139711;180
210139712;180
210139713;972
3026969;889
3135986;965
3135962;3020
210139715;300
3135973;790
3026970;612
3135963;1260
3135972;3525
210139716;3437
210139717;1635
210139718;917
9083608;917
210139720;917
3135978;950
210139721;735
3135981;790
3135979;917
3135980;950
3135982;715
210139722;710
3135983;710
3135984;707
210139723;1060
3135985;785
3135988;530
3135989;488
3135990;507
3135991;500
3135992;488
3135993;515
3135994;688
3135995;710
201002052;500
201002053;492
201002054;510
201002055;516
201002038;488
201002056;510
3135996;685
3135997;676
201002039;694
201002040;676
201002041;678
201002042;663
3135998;690
3135999;678
210139724;4100
3135966;887
3135967;910
3135968;887
3135969;887
3135971;887
3135970;887
201022910;887
201022909;887
201022908;920
201022907;887
210139729;887
201022906;991
201022905;887
201022904;887
210139733;2080
3135987;795
210139734;910
210139735;960
210139736;800
210139737;800
210139738;800
210139739;800
210139740;340
210139741;2260
210139742;950
200289184;850
200289240;780
210139743;1190
201001812;1065
210038953;725
210139744;1055
201001828;3105
210039134;3105
201001829;3105
210139745;2080
210037943;720
210041742;680
210139746;140
210038069;75
3135965;947
210139748;40
210041968;4985
210041965;2385
210139749;1020
210038312;915
210042054;635
201001787;2945
210139750;110
210038666;745
200292599;735
200292597;735
200292678;735
200292615;735
200292677;735
200292626;660
200292718;650
210038690;650
200292681;640
200292594;650
200292694;640
200292654;650
210042262;660
210038673;720
200292733;650
200292618;652
200292645;640
210139751;3015
210139752;975
210139753;970
200295304;884
210139756;15
210139757;4109
200295306;942
210139759;865
210139760;910
210139761;905
210139762;970
210139763;935
210139764;910
210139765;935
210139766;963
210139767;905
210139768;945
210139769;25
210048487;910
201001819;895
201001820;895
201001821;895
201001822;895
201001823;895
201001824;910
201001825;895
201001826;895
201001827;895
210139770;1700
210139771;300
210044043;980
210043978;980
210044004;980
210043959;995
210043930;980
210043979;980
210043973;980
210043915;980
210139772;1770
210139773;1160
210139774;210
210139775;2900
210139776;1495
210139777;25
210139778;1120
210139779;1330
210139780;1590
210139782;1220
210139786;780
210139788;684
210139790;1090
210139792;780
210139794;780
210139796;3166
210139798;2200
210168311;1171
201004302;1550
210170351;145
210170352;1047
108632;1065
210171217;1095
210171772;2455
201027699;146
210172733;30
210173068;1780
210173137;40
210173169;840
210173170;840
210173171;85
210173172;84
210173642;1173
210173643;1242
210173911;460
210173926;1090
210174636;1024
210174638;1024
210174639;1032
210174666;938
210174669;920
210174923;4070
210174924;3140
210174925;2870
201008084;1140
210175821;5495
201027700;55
210176104;1675
201027701;45
210176272;1090
201022217;950
201022218;885
201026858;840
201027702;84
201026859;840
201027703;84
201027704;1390
201027705;2820
210227526;220
201020250;1040
201027706;13
201027707;13
210227548;45
201027708;1500
201027709;32
201026861;8220
201026862;3975
201027710;120
201039172;1004
201022948;962
201022957;915
210188267;1700
210227542;40
201024202;4380
201024199;5390
210218006;7985
210227545;35
210227546;20
201021485;3657
201026863;843
210227549;70
201022899;5105
201022900;5920
201022901;4400
210193317;1890
210195668;328
210190852;8800
210227537;92
201030670;3949
210190985;3437
210196230;1023
210217065;2500
210227550;70
210227551;26
210227552;26
210227547;35
210197804;3236
210202885;300
210206685;1200
210139517;637
210217064;9
210217063;8
210196654;1030
210196655;1035
210196656;1080
210217276;875
210217788;3130
210204006;3150
210204005;2865
210204004;3150
210204010;830
210204009;725
210204008;740
210204007;760
210217062;17
210211501;1260
210217061;55
210214700;1235
210214701;1170
210217060;55
210216847;50
210215411;1175
210216418;845
210213988;880
210216655;970
210216654;825
210216653;825
210216651;960
210216650;940
210216648;2100
210216652;1110
210216649;1112
210219177;50
210219386;4210
210196231;911
210196232;918
210196233;937
210221893;9
210220360;115
210222154;540
210220120;30
210219800;1140
210221836;1400
210221459;200
210222037;95
210221977;8
191951677;865
210220126;645
210221066;1260
210246374;33
210222136;395
210225537;1120
210295921;38
210296476;990
210296473;990
210296474;1045
210276201;800
210276202;770
210261518;770
210295853;770
210297163;965
210297144;750
210227489;16
210284397;3360
210284398;3860
210284399;3030
210284396;2600
191950669;27
210225538;250
191969695;3960
191969700;905
191969699;870
191969698;870
191969697;870
191969696;905
191969701;3870
191969704;5320
