EGID;VOLUMEN
210198601;335
210182055;860
210182056;560
210184359;270
210193188;50
210182431;9750
210183871;660
210183870;645
210183869;660
210183874;760
210183873;760
210183872;760
210183868;646
210183867;632
210183866;646
210191552;991
210198832;994
210191541;696
210191540;693
210191539;696
210191544;714
210191543;686
210191542;783
210182048;1967
210212483;917
210225338;16
210225339;19
210199655;810
210198879;3030
210205588;12
210205607;75
210207472;1005
210205983;960
210225447;165
210213953;5753
210213952;44
210203502;4060
210203503;4040
210213788;2240
210188680;785
210215535;811
210225479;53
210225480;146
210225494;70
210221886;3400
210243930;90
210235484;1000
210222526;1040
210261557;120
210251899;90
210264131;10
210264132;10
210274218;14
210276943;29
210276945;25
210274219;91
210287839;450
210225393;35
210295293;163
210225424;27
210290390;56
210225388;50
210295967;400
210295748;1445
210225422;109
210297514;999
210297513;996
210296723;1197
191964051;1530
210296236;1466
191974810;1660
191988716;5304
191988128;1127
210225403;55
210225404;75
210225771;2095
3133595;1746
210225790;730
12379;2495
2257769;1440
12376;2068
3133616;1360
210225910;50
210225991;125
12374;2274
210225892;252
12380;1935
3133598;1510
12164;1009
12381;1785
12253;938
210189195;541
210189197;430
210225804;407
2257725;636
12378;459
12373;4054
210225876;119
12300;4309
210225918;51
210225757;4233
210225847;255
210225786;1070
12336;3050
12338;2602
12343;1939
210225849;318
210225814;1074
12077;761
12337;4456
12335;1264
210225739;4624
210225820;530
210225809;625
12340;2039
210225749;4611
12342;2499
210225821;346
210225773;2160
12332;490
12196;1451
12293;528
210189196;616
12296;1923
12197;3685
12170;510
12195;1902
12194;2044
2257713;897
12186;2724
12192;1660
210225901;45
12191;1378
210225899;77
12190;823
12189;1324
210225808;702
12188;994
210225798;660
12182;1467
210225985;191
201005908;1791
12181;1595
12180;2873
12185;1183
210225857;250
210225903;137
12184;2121
12179;3192
210225797;1335
12145;1260
210225803;590
210225829;564
201005919;1190
12143;1380
12144;770
12148;858
12147;1117
12149;555
12151;1350
12152;700
12153;477
12165;526
12154;1809
12155;1018
210225966;27
12156;1567
2257886;2543
12158;1448
12160;2725
12161;672
12162;676
12163;1876
210225800;570
210225874;109
210225968;42
12139;1140
12140;2160
2257709;7882
2257721;5074
2257888;2672
12116;1209
12141;942
210225981;20
12142;583
210225745;3791
210225978;42
12122;1910
210225802;994
12121;3035
12126;951
12127;1215
210225834;315
12119;3306
12120;1683
12128;1185
12129;3060
12130;2187
12131;764
210225896;80
12252;896
12125;1288
210225895;84
12123;843
12135;984
12136;1375
12096;1771
12068;1936
12069;1566
12375;2840
210225906;78
9083223;3562
210225823;378
12072;744
210225946;38
210225952;120
210225964;36
12254;1156
12080;840
210225838;300
12294;847
210225972;462
12298;1725
12297;2679
2257717;818
12306;1488
210225897;45
12307;1678
12309;1000
210225872;93
12308;657
210226035;11
12305;641
210225810;216
12310;840
12311;588
12312;2514
12313;3278
210225764;1817
2257726;478
12257;1891
12247;2412
210225759;725
12276;1397
12070;1492
12246;2475
210225885;90
210225860;144
200097877;1310
12270;902
12269;1250
210225770;3576
12264;928
210226034;7
12265;573
12266;1121
12250;1090
12267;790
210225846;200
12268;1003
12271;782
12273;813
210225854;310
210225894;121
12277;2158
12224;4919
210225893;140
12274;2176
12226;1220
210069984;418
12227;1095
210225760;725
210225831;535
210225992;116
12228;1564
210225939;270
12229;2110
2257710;184
210225990;12
12263;760
12262;1368
12261;1984
12234;816
12233;735
210225912;64
12232;922
12230;2080
12231;1886
210225795;376
12223;711
12209;1455
12208;1025
12206;770
12207;4465
210225789;1020
12078;846
210225826;430
210225805;396
12221;3609
210225950;42
12205;1920
210225864;170
12219;852
12215;670
12210;1180
12212;1175
210189199;1347
210225788;861
12216;365
210225801;720
12213;6471
210225815;320
12275;1727
12217;1570
210225984;20
12199;709
12200;2865
210225908;71
210225769;1906
12201;747
12150;510
12202;980
12211;2085
210225758;3487
210225784;967
12220;727
210225867;120
210225926;60
12203;2617
12204;1066
2257684;4040
210070016;1609
2257714;2700
210225947;535
210225993;57
210225890;105
2257906;9948
210225735;9452
2257716;1416
210225877;215
12331;3440
12345;2300
12344;4950
210225965;36
12330;2300
210225932;46
210225994;60
210225787;1355
210225780;950
210225923;34
12287;1003
12321;2250
2257700;363
210225783;1258
210070032;1146
12318;1005
12319;1435
210225843;456
12320;1290
12322;539
210225763;1862
12324;2391
12328;2856
210225995;57
12325;653
12327;2350
12329;1434
210225828;400
210225922;80
12372;2230
210225768;1500
12350;940
12348;894
12349;3435
201005951;423
12355;306
210225996;54
210225785;712
12360;4570
201005904;1743
12352;1083
12357;990
210225750;3716
2257683;203
2257810;1074
210198312;715
12353;1673
210225799;625
210225997;225
210225751;3985
210225853;214
210225979;16
210225756;3171
3133656;115
12333;6683
12354;4018
210225794;850
210225945;125
210225819;1234
12362;1442
210225974;25
210225775;2040
12251;1153
12278;1029
210225875;87
210225905;100
210225916;94
210225973;26
210225850;220
12368;6280
210225983;23
210225917;52
210225782;900
210225762;1560
12260;745
210225998;251
210070070;300
12347;650
210225747;2804
210225772;918
12091;780
210225779;1075
210225870;180
210015886;822
210225837;250
210225999;273
210226000;55
2257899;2038
210225842;300
210225855;170
2257722;3230
210225911;60
210225953;32
12157;876
210225793;3075
210225830;285
210225832;188
12168;570
210226001;263
210225967;25
210225987;13
210225975;50
210225959;77
12172;826
12171;486
210225924;34
201021392;3640
210225812;835
210225744;4039
12359;780
210225954;218
12358;4271
210225806;511
12111;790
12112;860
210225907;50
210225938;57
12166;1075
12167;691
210225889;100
210225900;62
210225913;40
210225818;635
12110;865
210225858;94
210225767;2435
210225861;235
12346;3409
210225936;48
210225822;250
210225949;67
210225948;67
12317;625
210225865;150
210225841;200
210225898;80
210225989;11
210225824;280
210225940;35
12113;870
12364;670
12365;3943
210225891;88
210225765;1500
210226002;238
210225796;1263
210225777;1000
12366;1313
12280;1122
210225742;1640
12238;1233
12363;872
210070128;19574
12106;685
3133614;3125
210225813;528
12326;1459
210225737;7682
12235;744
12237;1084
12239;915
12241;726
12243;925
12339;1090
12076;896
12108;896
12107;1058
12371;1895
210225741;6642
12292;955
210225776;555
2257890;25347
210225884;155
12367;436
2257882;4024
12304;583
12303;778
2257905;2673
210225851;153
12315;677
12316;1164
210225888;83
210225869;91
210225951;80
210225792;934
210225778;1750
210189198;1220
12118;730
12248;918
12242;1050
12244;1096
12249;889
210225753;1386
12369;1334
210221958;12652
12259;734
12286;1286
12281;688
12282;652
12283;786
12284;1017
12361;1546
210225736;4900
12075;915
12099;862
12101;716
12103;641
12105;596
12104;622
12102;728
12100;549
12098;671
12314;1670
210225740;4770
12097;985
12073;682
12095;865
12082;1893
12083;1805
12084;838
12085;670
12086;670
12087;638
12088;646
210225743;3162
210226003;493
12071;904
12193;2485
210225960;52
210225921;50
210225781;1129
210225791;612
12341;6788
12114;622
210226004;13
210226005;1296
210226006;1336
210225761;1867
12356;1105
12323;1354
12092;760
12272;2260
12255;643
210225944;50
12256;555
210225943;50
210225937;140
210225930;60
210225880;104
210225928;52
210225879;104
12074;1017
12081;816
12288;843
12290;745
12289;602
12291;780
210226007;55
210226008;57
210226009;57
210226010;58
12089;720
210226011;66
12090;640
210226012;82
12079;824
12285;660
12124;1360
12093;660
12094;660
12178;2629
210225817;390
210225862;130
201023413;1053
210225752;3526
210225755;3000
12187;2777
210226013;82
210226014;82
12301;841
12334;692
12225;1435
210225754;2050
210225816;647
12198;4390
12173;810
12240;1136
12236;745
12132;873
12133;941
210225942;57
12134;773
210225827;498
12175;769
12174;754
12176;774
210226015;113
210226016;83
210226017;77
210226018;101
12177;3160
210225914;50
210225852;164
2257728;975
210225962;28
210226019;63
210225868;172
210225980;50
2257718;1282
210225904;73
2257719;810
2257720;1027
210225766;1633
210070204;3846
2257907;1060
3014325;3661
3014326;1112
210225933;45
3014327;1932
3014329;846
201005914;2647
3014331;980
3014332;573
3014333;907
3014334;977
3014335;3602
210226020;1118
3133608;1064
210225881;90
210226032;12
210226033;12
3014336;681
3014337;681
3014338;681
3014339;681
3014340;758
3014341;681
3014342;681
210226021;1457
3014344;944
3014345;1513
12159;688
3014347;935
12377;1165
210225866;88
210226022;767
210225825;220
3133814;1302
3014348;870
210036187;673
12384;860
3133816;782
200297951;654
3133817;703
12382;681
200297954;676
200297955;660
200297957;668
201003893;828
210226023;47
200297958;782
210225927;54
210225925;54
210225935;54
210225931;47
210225929;47
210225963;27
200295876;822
200295877;1036
210225856;124
210225971;38
210070230;1700
200295880;860
210070231;828
210226024;41
210225988;18
210039534;450
210225738;4618
200297914;757
200297915;925
200297916;772
12146;2253
200297911;4208
200297907;1127
200297920;778
201002037;4700
200297919;858
201002035;1025
200297917;695
200297918;695
210054921;706
210056250;6444
210056274;619
210165736;65
201002642;718
201002608;933
210168424;70
210168791;827
201003136;300
201003133;884
210170354;3870
210170543;13110
201004269;931
201005049;580
210226025;40
201005895;971
210225839;226
210225955;30
201005894;660
201007183;914
201007182;642
201007222;910
201007223;830
201007179;719
201007220;708
210225833;200
210225886;85
210225919;45
201007185;15360
201007570;853
210225934;42
201008210;720
201008213;870
210225883;95
201008211;775
210225920;48
201008212;890
201008280;854
201021260;724
201008279;685
210225878;100
201024685;6620
201021151;770
3014346;1027
210225844;460
210225840;246
210226026;205
210226027;520
201030632;138
201040850;831
201040851;872
201040849;3675
210226028;1208
201041520;818
210225909;56
210225836;400
210225941;60
201041963;979
210184077;832
210184075;832
210185303;750
210185300;947
201041957;765
210225902;70
210225848;400
210296685;3684
210205584;5370
210226029;11050
210213323;8800
210213325;8690
210213327;8700
210213329;8700
210218565;7960
210225859;158
210225957;48
210225873;92
210225748;4390
210208234;1050
210226030;200
210225986;29
210209279;5290
210217677;5030
210217676;5645
210217670;4460
210217680;5745
210217679;5030
210217678;5515
210226031;7635
210225915;53
210216047;925
210296687;135
210225982;30
210220243;1423
210296691;11
210216700;280
210296690;71
210218757;5831
210295206;883
210296125;540
191949000;2334
191955039;36
191963114;150
12496;700
12495;590
12494;1213
12492;886
12491;814
12505;668
12490;930
12497;606
12516;447
12488;3255
12558;1120
201026398;840
12487;1123
2258050;1170
12486;1255
12485;1525
12484;1080
12417;1870
12517;573
12416;642
12415;1649
201037034;280
3114881;3209
12421;2233
201038305;234
12422;4716
12405;1865
12455;1356
12456;1545
12454;985
12404;2218
201037026;420
12403;3060
210255507;218
12408;580
210070252;2596
12394;1960
201037059;30
201037075;43
12393;4285
12392;2190
12390;1860
201037049;30
201038307;40
12389;2110
12391;924
12413;3780
12681;702
12682;744
12678;760
12679;780
12680;744
12477;3204
12476;755
201038101;40
12474;730
12473;1383
12472;1964
12468;850
12469;751
12583;858
12470;2774
12461;1752
12471;2010
12481;1607
12482;935
12547;2188
201037043;266
12539;1078
12540;708
12541;1941
12542;1255
12543;1282
12545;1175
12546;2138
12513;2141
201038311;65
201037056;90
201038312;230
12548;618
2258010;985
201037088;250
201038105;220
12518;585
12519;1114
12520;977
12521;1660
12527;4112
210196561;1085
12531;792
12532;2660
12534;2228
12569;2375
210255703;67
12568;444
12567;1643
201027760;2005
210070272;7097
201038313;200
12557;1634
210255695;345
12556;1350
2258012;8162
12554;2640
12553;3794
12552;513
12551;1420
12550;1018
12549;706
12462;1735
12463;915
12464;1785
201037037;189
12465;1359
12466;800
12467;1018
210255711;250
12483;1581
210070280;1980
12506;3045
12666;780
12662;1364
210070281;7930
210070282;325
210070283;30
12502;705
210070284;2850
201038315;70
210070286;1143
210070287;40
2258119;1805
210070288;6583
210070291;600
210255531;43
12504;19584
201027732;124
210070294;1013
210070295;40
210255700;56
210070297;282
210255680;29
210070299;235
210070301;6603
210070302;4780
210070303;9047
12503;11870
210070307;14514
201026565;18144
2258022;4725
12507;4060
2258023;17730
210070313;38636
210255691;538
201026566;5290
12489;1473
210070315;160
210070316;990
210255704;650
201027733;36
12572;679
12692;4555
2258025;8825
2258026;8599
2258027;18774
210070321;16963
210255706;68
12419;917
210298789;10740
12508;1910
201037054;32
210255694;356
210070326;654
12458;2205
12442;1210
201037074;55
210070328;150
210070329;670
201037055;40
12460;1465
210070332;12
201037035;120
201037085;59
210070335;444
12650;960
210070337;15850
12690;15700
210070340;16360
201038102;65
12437;773
12420;999
201037068;57
201038091;62
210070345;400
201038318;64
201037080;61
201037040;16
201037039;150
210255701;117
12667;1040
210255698;270
210070354;200
12693;1535
210255693;110
201037027;65
201037020;135
201038319;34
12560;2873
201037109;576
12647;1157
210070361;98
210070362;37
201038092;96
12411;725
210070364;170
12565;2873
210070365;146
210070366;130
12688;1010
12571;1156
12509;967
210070367;226
210255709;10
210070370;153
210070371;4976
201037066;82
210255702;50
12406;734
12459;1196
12448;683
12446;818
210070374;34
201038320;66
12444;624
3114855;696
12443;1320
12574;1183
12591;950
12511;1230
12445;1027
12575;1275
12588;644
12451;1096
12691;7500
210070379;750
210208232;1590
201037067;69
12652;582
201037086;68
210070382;112
12586;770
12597;768
12617;604
12452;780
12453;612
12402;657
12578;895
12579;800
12538;1316
12616;655
12580;1720
12615;557
201037072;38
201037028;15
201037107;230
9006586;1925
201037069;55
201037030;40
12449;689
210255682;277
12535;524
201029980;2379
12577;582
12649;1315
201007845;2451
12614;557
12514;1614
12515;965
12585;763
12687;7375
210070395;22
210070397;392
12423;615
12624;765
201038321;23
210070399;110
12613;547
210070400;28
12450;672
210070402;19
201037064;41
3114880;70
12589;920
12590;686
12618;620
12593;620
12587;515
12584;662
12619;528
210070404;1407
201027735;15
201037073;59
12620;545
12582;595
12581;478
210070406;29
210070407;48
201037077;15
12522;795
201021779;144
201038322;36
12612;526
12592;555
12595;438
12596;742
12598;438
12599;565
12600;525
12573;533
12625;418
12626;440
201037112;750
12610;798
12651;1120
210070413;78
210255713;2145
12684;557
201037046;43
12627;536
12427;600
12432;633
12434;627
12436;632
12440;555
12428;568
12431;607
12433;565
12435;610
12441;586
201037101;500
12609;554
201038278;73
210070418;971
12594;620
12533;952
2258054;85
12628;534
12629;495
12601;605
12603;575
12605;602
12426;667
12439;582
201037062;48
201038323;73
12576;2145
210070423;1040
12630;800
12631;619
12634;757
12633;522
12632;660
12611;1211
12608;931
12606;977
12604;955
12602;980
210070424;22
2258137;47848
12695;636
210070426;395
210070427;395
12498;619
210070429;230
12499;870
210070431;480
12386;1545
210070432;1388
12385;800
12685;965
12510;1795
210070433;53
210255688;240
210070435;140
210070436;18
210070438;13
12438;552
12425;611
12424;620
12501;1554
2258031;2820
12636;521
12637;503
12635;475
12638;534
12639;491
12430;415
12537;1025
201037071;53
201038095;37
12409;647
12410;502
12412;623
12512;1279
210070446;18
12407;632
201038325;48
210070449;240
201037048;39
12387;602
201037022;545
210255707;109
201038326;52
201037061;40
201038327;84
12677;820
12675;750
12676;620
12674;603
201037065;38
210070458;1537
210070459;1422
210070460;344
12447;580
201038328;84
201037058;50
201038329;50
210070464;22
201038330;95
12683;610
12562;2700
12563;3945
210255699;1535
12525;995
3114854;1170
12523;731
12457;2625
12397;2173
12398;3150
12400;3130
210255692;1930
3114883;23891
12694;3772
210070471;40
201037070;40
2258035;13874
210070474;531
12555;5020
210070477;8969
12653;428
12654;245
12655;387
12656;460
12657;243
12658;237
12659;446
201037078;277
210255708;115
210255687;1240
210070488;125
210255697;33
210070490;1692
12645;946
12644;1031
12646;966
201037044;170
201038331;70
210255579;17
210288924;30
12530;835
201037050;28
12621;725
210255686;240
12623;963
201037032;14
12607;1250
12648;930
201038100;290
201037024;53
12478;994
12479;608
12480;706
12661;970
201037057;25
12665;730
9014871;2925
210070502;1425
12643;1006
12641;860
12642;690
201038333;72
201037079;66
12664;725
12418;998
201038098;87
201038099;44
12663;873
12475;870
12668;993
12660;881
201038096;60
201037110;935
201037082;120
210070511;2800
210070512;4089
12672;665
12493;1370
210070513;82
12671;632
12670;530
12669;653
201037081;50
2258064;2260
210070515;190
12673;710
201037087;145
210070517;134
201038334;130
201038335;25
201037053;36
2258056;855
210070521;974
210070522;850
2258057;889
3014349;927
2258058;877
201037095;220
210070524;800
210070525;3270
2258059;792
2258060;3790
2258061;3790
210255675;780
210070527;335
12536;818
2258063;930
3014351;882
3014352;638
210255676;800
3014353;1034
3014354;865
3014355;693
201037099;89
3014356;798
201038338;115
3014357;823
3014358;694
3014359;685
12524;1240
201037113;310
9065064;802
201037114;406
3014360;670
201037100;114
3014361;610
3014362;528
3014363;595
3014364;820
3014365;745
3014366;898
201037051;16
3014367;729
3014368;906
3014369;988
210255585;105
3014370;3221
201037092;160
210070539;905
201038337;38
201037096;41
3014372;585
3014373;585
3014374;802
210255677;288
3014375;680
3014376;5114
3014378;610
3014379;634
3014380;670
3014381;685
210070543;15
201037025;133
3014382;1043
201037108;865
201037063;232
3014383;1159
210070547;13
201038340;85
3014384;606
3114891;669
201037105;70
3014385;982
201037104;85
201037089;45
3014386;968
201037023;95
201037094;354
3114856;1173
201038341;170
210070555;38
201007848;2355
210070557;1127
201026400;897
200295770;1300
201026578;795
201026579;844
201026580;870
201037052;39
201037103;2571
210070560;396
210070561;230
210070562;212
210070563;217
201038343;80
210043545;926
210070565;60
210255710;9695
210070567;715
201003239;795
201003240;776
210170968;870
210171041;954
210171317;14545
210171374;865
210172017;750
201004751;700
201004362;965
210172589;788
201038344;75
210173142;669
201004752;820
201006510;905
201027737;10935
201006511;640
201007839;955
201007847;737
201007841;928
201007840;1006
201024801;865
201027738;80
201021783;650
201026581;700
201037090;55
201038345;44
201028688;1600
201038346;32
210186903;2290
210186902;3623
210255685;110
3014371;2974
210255678;1887
210255673;30
210185298;1125
210187296;115
210185955;1548
210255681;32
210188644;795
210189260;1335
210193407;690
210195847;1314
210255674;145
210255684;18
201037106;1025
210255679;125
210255696;132
210215184;552
210255689;25
210255690;45
210216040;2790
210070479;2340
201037031;80
210255712;60
210255683;22
210298741;163
210219222;1066
210298368;14035
210296096;941
210296072;22
210255596;110
210255597;90
210297723;20
191948114;3150
191983882;1951
12748;1056
2258416;3492
210226207;14301
210188187;32
210226239;410
210188210;135
3133819;2562
210070572;182
12845;1160
12844;856
2258434;70616
12707;1162
210188181;1495
12840;1215
12839;1293
210226253;210
12710;775
210188184;120
12711;873
12796;1007
210226308;24
210226282;80
12714;2645
12789;2334
12837;1159
210226317;50
210070583;9285
12808;491
210226224;1356
210226299;22
12768;1016
210226286;108
210070587;600
12809;508
210226219;1590
12810;550
12803;894
12812;727
12753;1332
12747;727
2258447;1813
12813;615
2258317;800
12814;615
12760;4765
210226230;786
210226289;70
12835;1147
3014387;1650
12834;631
2258320;1140
210188195;372
3014388;750
12833;1546
2258321;1571
12832;2242
3014389;660
210226314;23
210226316;23
12831;1585
12830;604
12850;364
12829;792
2258448;4299
12836;1080
12828;2440
2258323;4310
2258324;3737
2258322;967
12826;1823
12825;710
210226322;14
2258326;1018
12824;534
2258327;940
12823;1280
210226305;48
2258316;1220
12822;600
2258427;1932
12821;1062
3014390;670
3014391;670
210226271;186
3014392;6090
12849;1070
210226272;145
12815;4812
12820;220
210070612;57
210070613;1234
3014393;1048
210226309;24
12846;1700
12847;854
210226261;253
12816;3448
12848;1569
12819;2620
210070618;368
12818;3209
12817;3250
210226250;240
210226304;28
210226269;123
12804;1488
12805;330
12806;1273
210226284;150
12807;990
2258370;385
12799;1077
12797;2494
12798;1307
12795;1875
210226267;144
210226263;342
210226223;1186
12794;1787
210226216;1409
12793;1329
210226210;3027
210226211;2938
210070640;2950
12792;2154
12800;1277
9006588;1186
12801;2365
12802;540
210226245;380
210188214;273
210226248;409
200198481;3626
210226255;335
210070650;205
200006121;5356
210070653;3078
210226259;180
12788;1805
3133820;1307
210226236;820
12791;1027
210226280;109
12785;2940
12787;2524
210226227;400
12786;560
3133821;574
210226222;1782
210226254;240
12783;1806
12780;3076
210226281;240
12838;764
210226240;907
210226234;600
210226212;5341
210226301;25
12781;1133
210226279;150
12778;2282
210226265;152
12782;1456
12779;1095
210226235;545
12775;990
12784;879
210226229;1055
12777;1473
210226292;68
12776;902
12773;1424
12774;1170
9006587;718
12771;2448
210226233;560
12745;1152
210070705;128
12744;866
210215531;1195
210226303;34
210226321;15
12740;1818
210226228;925
210226246;378
210226331;8
12741;683
210226231;367
210226307;23
210226332;122
12742;1914
210226262;180
12743;395
210188202;210
210226244;670
210226268;137
210070727;2960
2258306;12497
210226287;57
210226278;97
210070731;185
12770;1196
12763;3550
12732;1635
210226249;245
12702;1742
12703;1420
12761;611
12701;1201
210226310;28
210070739;427
12759;1344
12762;645
12758;2606
210226243;378
210226312;28
12757;681
210226300;27
210226221;1156
210070747;118
12756;1638
12755;1817
12704;2006
200174380;1370
210226273;145
12731;2014
12712;2399
12705;2150
210226266;134
210226232;850
12706;490
12708;967
210226257;190
210164655;445
12709;1585
210226315;28
210226151;530
12765;2205
12766;795
12767;1152
12700;887
12727;895
12699;1675
210226241;837
2258330;1247
12769;2954
210226302;51
210226237;410
210188189;153
210226260;262
12730;1735
12728;2976
12729;467
210226258;140
210226256;209
12735;1374
210226238;500
210226293;43
12726;1132
12718;1080
12717;3596
210070775;2064
210070776;1300
12716;1810
12720;449
12722;1335
12723;1635
12724;1765
12725;2080
210226242;430
210226295;78
210226298;30
210226294;32
210188157;975
12719;705
12734;995
12715;977
12733;1530
12713;1158
210226325;183
210226326;183
12754;781
210188163;3810
210188164;295
210226313;40
12752;1168
210188211;4834
210226251;150
12751;724
210226213;4900
210226291;53
12842;607
12841;961
12843;904
12750;913
210188207;3524
210070797;71
210070798;100
12749;900
12746;797
210070801;3420
12736;783
210226215;3720
210188155;62
12737;910
210226218;2468
210226247;380
210070808;96
210070809;330
12738;950
210188150;3844
210226225;395
210188175;304
210226276;72
210070814;683
210070815;56
3014394;1335
3014395;897
3014396;897
210070819;611
210226214;3000
3133818;1045
3014397;890
3133823;722
3133828;713
3133829;705
3133826;909
200285745;750
200285150;725
200285808;765
200285826;725
200285844;736
200285787;716
200285807;705
200285789;705
3133825;759
3133822;852
200285857;1044
200285739;1108
200285751;705
3133824;705
200285811;705
200285779;705
200285823;705
200285816;705
210038450;901
210226217;2450
210226220;2167
200291768;1017
210038575;1274
210226226;715
210039598;894
210051090;710
210000746;902
210041017;902
210226327;65
210226285;156
210226318;28
210070833;130
210070834;1577
210070835;885
210070836;3760
210070838;755
210070837;772
210070840;745
210070839;882
210188219;1968
210168425;25
201001375;386
210169677;1020
210188183;640
210226320;15
210172488;900
210172490;930
210172491;860
210172515;200
210173857;850
210173858;850
210173860;920
210173861;850
210174011;805
210174013;805
201006009;850
201006008;850
201006007;850
201006006;942
210188186;1210
210226252;308
210188170;18
210188182;2832
201006010;770
201020221;630
201006011;868
201006012;868
201020223;850
201020224;767
210226283;150
201008013;746
201020225;935
201037256;750
201037160;3960
201037163;3960
201037165;3960
210188172;3675
201037169;900
210226146;7107
210182798;3254
210182802;693
210182801;674
210182800;674
210182799;693
210182803;710
210182804;710
210182805;710
210182806;710
210182807;710
210182808;710
210182809;760
210182810;760
210182811;768
210182812;768
210226328;1854
210182813;1988
210226290;62
210182821;727
210226296;40
210189680;780
210215532;1473
210193429;2900
210193430;2890
210193431;1050
210189681;780
210226270;120
210226277;94
210226333;18
210226306;25
210226329;28
210226330;94
210200244;704
210200245;704
210200246;717
210200247;706
210200248;820
210200249;820
210200242;3200
210200243;3080
210200250;2700
210226311;31
210221736;15750
210217214;760
210217215;740
210217216;810
201004039;742
210243939;264
210292715;1280
210297182;62
210296020;828
191916520;120
210297520;852
210297521;889
210297522;1029
210297523;912
210297524;845
210297525;894
210297526;870
210297527;1014
191974457;1797
12968;1830
12926;4202
13058;858
210226881;1205
210227107;371
12966;1125
12895;2082
12892;1500
12965;4882
210227217;115
12887;965
210227032;1214
210227159;62
210227212;30
12890;2264
210227282;11
12964;2469
210227216;31
210227232;24
12961;1472
12962;707
210227263;25
210227055;520
12960;1008
12879;1430
210227117;215
210227215;52
210227264;223
12958;1993
12957;612
12955;780
210227154;179
13064;736
210227214;39
12954;1970
12969;1822
210227024;990
210227161;125
12972;677
12971;625
12970;1557
210227247;22
210227098;188
210227184;125
12979;675
12978;3360
12977;662
210227209;37
12976;1481
12975;1338
12974;1237
210227071;400
13004;4065
210227211;33
13008;2707
13005;495
13006;284
13007;1730
210227093;297
210227207;57
210227128;145
210227198;80
13003;1462
2258513;433
12940;584
12941;560
12936;1030
12935;1910
210227065;460
210227006;2900
210226885;21522
210227100;330
210070885;840
210227074;325
12942;1268
12943;1810
210227057;501
210227163;82
12878;1952
210227119;176
12883;1386
12944;2000
12876;2380
210227138;207
210190137;920
210227132;175
201029307;675
210200251;1768
210227126;175
210227087;338
12889;965
12897;2776
12963;515
2258533;1543
12888;2580
12882;3128
12875;842
12884;1057
210227058;849
210227040;1110
12869;1290
210227180;296
2258532;1424
12896;2472
12868;1180
210226999;2827
210227286;20
12873;2564
12872;929
12871;792
210227009;2255
12893;3521
12865;1040
12866;0
2258523;610
210227166;72
12945;1908
12946;1882
12864;1760
210227260;100
12928;813
210227037;700
210227141;143
12853;1002
12851;700
12852;815
12854;940
9006589;1005
210227110;150
210227174;65
12856;1150
12857;2042
12858;890
210227033;949
12948;990
12949;1510
2258707;936
12860;1056
12951;2710
12953;1956
210227096;193
210227034;940
210227083;210
210227202;769
210227201;300
210227281;230
210227127;121
210227245;47
210227233;24
12931;547
210227205;35
210191581;593
12973;1039
210227261;475
210227106;165
210227199;127
12932;863
2258514;652
210227114;320
12950;3835
210227170;66
12934;3050
12881;814
12956;900
210227028;1022
12863;3324
210227097;354
210227050;544
210227043;467
210227099;276
210227171;54
210227248;19
210227082;260
210227039;655
12938;650
210227069;540
210227072;725
13042;1700
210227026;1096
13051;2498
13032;3729
210227172;85
13030;1228
13052;1501
13043;620
13057;1107
13039;2835
13040;595
13037;720
210227203;41
13036;985
210227160;94
210227029;935
13029;558
13028;1490
13027;1342
210190138;710
13041;836
210227051;689
210227022;1043
13081;1098
210227092;175
13080;2587
13078;2256
210227049;477
13082;1905
13079;1965
210227204;394
210227155;117
210227255;13
210227018;1800
13087;2284
13089;1405
210227262;1300
210227059;1000
13090;1244
12899;598
13088;1052
13084;878
13096;3882
210226987;5220
210227136;104
210227130;100
210227181;130
13046;1635
13047;1049
210227025;1200
13045;1105
210227240;19
210227238;15
13049;950
2258498;400
210227041;540
210227179;65
13076;385
210227237;17
13075;1427
210227122;107
210227120;182
13025;1568
13026;474
210227076;230
13050;620
210227052;630
210227067;445
210227288;11
210226998;5068
13024;1912
12984;1261
13019;1230
13023;2207
210227036;821
13020;2864
210227102;260
13067;665
210071011;1373
13034;733
13022;1205
210227242;25
210227222;33
210227081;215
13044;737
13056;1115
210227162;70
210227046;796
13018;1431
210227123;292
13073;1490
210227103;321
13072;1005
13071;376
210227252;13
13086;1044
13070;745
13069;1693
210227109;215
13021;1366
210227002;2536
210227048;580
210227285;12
13017;3120
210227210;50
13068;615
13035;2410
210227075;360
210227101;114
210226986;7400
210071038;1360
13016;2978
210227042;618
210227094;190
210226991;5357
210227244;45
210227118;174
210227259;25
210227168;74
12937;425
210227218;31
210227258;13
13085;915
210227189;96
210227235;25
13065;984
200008602;510
210227116;233
2258515;660
210227229;40
210227027;1444
13091;3024
210227000;3043
13092;1020
210227070;480
210227140;120
210227078;1345
210227158;65
210227246;24
210227283;11
210227156;128
13066;737
210227188;60
210227208;90
210227084;360
2258527;1906
210227239;25
210227182;96
210227108;188
2258518;813
210227265;85
210227241;18
210227231;30
210227219;30
210227195;40
210227086;250
210227224;35
12862;840
210227005;2311
210227139;110
12981;635
13015;1482
210227190;57
210227105;310
13074;788
13077;1807
210227196;37
210227183;64
210227124;126
13014;570
12861;603
210227206;50
2258693;9230
210227068;500
13061;540
210227250;20
13095;875
210226985;4107
210226892;850
13132;955
13135;1642
210227167;122
3014398;2050
13115;2071
3014399;1540
13114;750
